Scheme_Name	Asset_Value
-	SBI CRISIL IBX Gilt Index - April 2029 Fund - Regular Plan - Growth
INF200KA17Q8	SBI CRISIL IBX Gilt Index - April 2029 Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI |CRISIL IBX Gilt Index - June 2036 Fund - Direct Plan - Growth
INF200KA14Q5	SBI CRISIL IBX Gilt Index - June 2036 Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI CRISIL IBX Gilt Index - June 2036 Fund - Regular Plan - Growth
INF200KA11Q1	SBI CRISIL IBX Gilt Index - June 2036 Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI CRISIL IBX SDL Index - September 2027 Fund - Direct Plan - Growth
INF200KA16R8	SBI CRISIL IBX SDL Index - September 2027 Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI CRISIL IBX SDL Index - September 2027 Fund - Regular Plan - Growth
INF200KA13R5	SBI CRISIL IBX SDL Index - September 2027 Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Nifty 500 Index Fund- Direct Plan- Growth
INF200KB1407	SBI Nifty 500 Index Fund- Direct Plan- Income Distribution Cum Capital Withdrawal (IDCW)
-	SBI Nifty 500 Index Fund- Regular Plan- Growth
INF200KB1373	SBI Nifty 500 Index Fund- Regular Plan- Income Distribution Cum Capital Withdrawal (IDCW)
INF200KB1555	SBI Nifty Bank Index Fund- Regular Plan- Income Distribution Cum Capital Withdrawal Option
-	SBI Nifty Bank Index Fund-Direct Plan- Growth
INF200KB1589	SBI Nifty Bank Index Fund-Direct Plan- Income Distribution Cum Capital Withdrawal Option
-	SBI Nifty Bank Index Fund-Regular Plan- Growth
-	SBI NIFTY INDEX FUND - DIRECT PLAN - GROWTH
INF200K01TD0	SBI Nifty Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI NIFTY INDEX FUND - REGULAR PLAN - GROWTH
INF200K01552	SBI Nifty Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Nifty India Consumption Index Fund- Direct Plan- Growth
INF200KB1464	SBI Nifty India Consumption Index Fund- Direct Plan- IDCW Payout
-	SBI Nifty India Consumption Index Fund- Regular Plan- Growth
INF200KB1431	SBI Nifty India Consumption Index Fund- Regular Plan- IDCW Payout
-	SBI Nifty IT Index Fund - Direct Plan - Growth
INF200KB1647	SBI Nifty IT Index Fund - Direct Plan - Income Distribution Cum Withdrawal Option (IDCW)
-	SBI Nifty IT Index Fund - Regular Plan - Growth
INF200KB1613	SBI Nifty IT Index Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option (IDCW)
-	SBI Nifty Midcap 150 Index Fund - Direct Plan - Growth
INF200KA12P1	SBI Nifty Midcap 150 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Nifty Midcap 150 Index Fund - Regular Plan - Growth
INF200KA19O9	SBI Nifty Midcap 150 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Nifty Next 50 Index Fund - Direct Plan - Growth
INF200KA1W26	SBI Nifty Next 50 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Nifty Next 50 Index Fund - Regular Plan - Growth
INF200KA1V92	SBI Nifty Next 50 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Nifty Smallcap 250 Index Fund - Direct Plan - Growth
INF200KA18P8	SBI Nifty Smallcap 250 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
-	SBI Nifty Smallcap 250 Index Fund - Regular Plan - Growth
INF200KA15P4	SBI Nifty Smallcap 250 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
INF200KB1837	SBI Nifty200 Quality 30 Index Fund- Direct Plan- Income Distribution Cum Capital Withdrawal Option
INF200KB1803	SBI Nifty200 Quality 30 Index Fund- Regular Plan- Income Cum Distribution Withdrawal Option
-	SBI Nifty200 Quality 30 Index Fund-Direct Plan- Growth
-	SBI Nifty200 Quality 30 Index Fund-Regular Plan- Growth
-	SBI Nifty50 Equal Weight Index Fund - Direct Plan - Growth
INF200KB1043	SBI Nifty50 Equal Weight Index Fund - Direct Plan - Income Distribution Cum Capital Withdrawal Option
-	SBI Nifty50 Equal Weight Index Fund - Regular Plan - Growth
INF200KB1019	SBI Nifty50 Equal Weight Index Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option
-	Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund) - Direct Plan - Growth Option
INF173K01EX9	Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option
-	Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund)-Growth
INF173K01AI8	Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund-Income Distribution CUM Capital Withdrawal
-	Tata BSE Quality Index Fund Direct plan Growth Option
-	Tata BSE Quality Index Fund Direct plan IDCW Payout Option
INF277KA1DP0	Tata BSE Quality Index Fund Direct plan IDCW Reinvestment Option
-	Tata BSE Quality Index Fund Regular plan Growth Option
-	Tata BSE Quality Index Fund Regular plan IDCW Payout Option
INF277KA1DI5	Tata BSE Quality Index Fund Regular plan IDCW Reinvestment Option
-	Tata BSE Select Business Groups Index Fund - Direct Growth
-	Tata BSE Select Business Groups Index Fund - Direct IDCW Payout
INF277KA1DB0	Tata BSE Select Business Groups Index Fund - Direct IDCW Reinvestment
-	Tata BSE Select Business Groups Index Fund - Regular Growth
-	Tata BSE Select Business Groups Index Fund - Regular IDCW Payout
INF277KA1CY4	Tata BSE Select Business Groups Index Fund - Regular IDCW Reinvestment
-	Tata S&P BSE Sensex Index Fund - Direct Plan
-	Tata S&P BSE Sensex Index Fund -Regular Plan
-	TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - DIRECT PLAN - GROWTH
-	TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - DIRECT PLAN - IDCW PAYOUT
INF277KA1562	TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - DIRECT PLAN - IDCW REINVESTMENT
-	TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - REGULAR PLAN - GROWTH
-	TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - REGULAR PLAN - IDCW PAYOUT
INF277KA1596	TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - REGULAR PLAN - IDCW REINVESTMENT
-	Tata Nifty 50 Index Fund -Direct Plan
-	Tata Nifty 50 Index Fund -Regular Plan
-	Tata Nifty Auto Index Fund - Direct Plan - Growth
-	Tata Nifty Auto Index Fund - Direct Plan - IDCW payout
INF277KA1AW2	Tata Nifty Auto Index Fund - Direct Plan - IDCW Reinvestment
-	Tata Nifty Auto Index Fund - Regular Plan - Growth
-	Tata Nifty Auto Index Fund - Regular Plan - IDCW Payout
INF277KA1AT8	Tata Nifty Auto Index Fund - Regular Plan - IDCW Reinvestment
-	Tata Nifty Capital Markets Index Fund - Direct Plan Growth Option
-	Tata Nifty Capital Markets Index Fund - Direct Plan IDCW Payout Option
INF277KA1CP2	Tata Nifty Capital Markets Index Fund - Direct Plan IDCW Reinvestment Option
-	Tata Nifty Capital Markets Index Fund - Regular Plan Growth Option
-	Tata Nifty Capital Markets Index Fund - Regular Plan IDCW Payout Option
INF277KA1CM9	Tata Nifty Capital Markets Index Fund - Regular Plan IDCW Reinvestment Option
-	Tata Nifty Financial Services Index Fund - Direct Plan - Growth
-	Tata Nifty Financial Services Index Fund - Direct Plan - IDCW Payout
INF277KA1BC2	Tata Nifty Financial Services Index Fund - Direct Plan - IDCW Reinvestment
-	Tata Nifty Financial Services Index Fund - Regular Plan - Growth
-	Tata Nifty Financial Services Index Fund - Regular Plan - IDCW Payout
INF277KA1AZ5	Tata Nifty Financial Services Index Fund - Regular Plan - IDCW Reinvestment
-	Tata Nifty G Sec Dec 2026 Index Fund-Direct Plan-Growth
-	Tata Nifty G Sec Dec 2026 Index Fund-Direct Plan-IDCW Payout
INF277KA1802	Tata Nifty G Sec Dec 2026 Index Fund-Direct Plan-IDCW Reinvestment
-	Tata Nifty G Sec Dec 2026 Index Fund-Regular Plan-Growth
-	Tata Nifty G Sec Dec 2026 Index Fund-Regular Plan-IDCW Payout
INF277KA1836	Tata Nifty G SEc Dec 2026 Index Fund-Regular Plan-IDCW Reinvestment
-	Tata Nifty G-Sec Dec 2029 Index Fund - Direct Plan - Growth
-	Tata Nifty G-Sec Dec 2029 Index Fund - Direct Plan - IDCW Payout
INF277KA1745	Tata Nifty G-Sec Dec 2029 Index Fund - Direct Plan - IDCW Reinvestment
-	Tata Nifty G-Sec Dec 2029 Index Fund - Regular Plan - Growth
-	Tata Nifty G-Sec Dec 2029 Index Fund - Regular Plan - IDCW Payout
INF277KA1778	Tata Nifty G-Sec Dec 2029 Index Fund - Regular Plan - IDCW Reinvestment
-	Tata Nifty India Tourism Index Fund - Direct - Growth
-	Tata Nifty India Tourism Index Fund - Direct - IDCW Payout
INF277KA1CE6	Tata Nifty India Tourism Index Fund - Direct - IDCW Reinvestment
-	Tata Nifty India Tourism Index Fund - Regular - Growth
-	Tata Nifty India Tourism Index Fund - Regular - IDCW Payout
INF277KA1CB2	Tata Nifty India Tourism Index Fund - Regular - IDCW Reinvestment
-	Tata Nifty Midcap 150 Index Fund - Direct Plan - Growth Option
-	Tata Nifty Midcap 150 Index Fund - Direct Plan - IDCW Payout Option
INF277KA1EA0	Tata Nifty Midcap 150 Index Fund - Direct Plan - IDCW Reinvestment Option
-	Tata Nifty Midcap 150 Index Fund - Regular Plan - Growth Option
-	Tata Nifty Midcap 150 Index Fund - Regular Plan - IDCW Payout Option
INF277KA1DX4	Tata Nifty Midcap 150 Index Fund - Regular Plan - IDCW Reinvestment Option
-	Tata Nifty Midcap 150 Momentum 50 Index Fund - Growth - Direct Plan
-	Tata Nifty Midcap 150 Momentum 50 Index Fund - Growth - Regular Plan
-	Tata Nifty Midcap 150 Momentum 50 Index Fund - IDCW Payout - Direct Plan
-	Tata Nifty Midcap 150 Momentum 50 Index Fund - IDCW Payout - Regular Plan
INF277KA1620	Tata Nifty Midcap 150 Momentum 50 Index Fund - IDCW Reinvestment - Direct Plan
INF277KA1653	Tata Nifty Midcap 150 Momentum 50 Index Fund - IDCW Reinvestment - Regular Plan
-	Tata Nifty MidSmall Healthcare Index Fund - Direct Plan - Growth
-	Tata Nifty MidSmall Healthcare Index Fund - Direct Plan - IDCW Payout
INF277KA1BI9	Tata Nifty MidSmall Healthcare Index Fund - Direct Plan - IDCW Reinvestment
-	Tata Nifty MidSmall Healthcare Index Fund - Regular Plan - Growth
-	Tata Nifty MidSmall Healthcare Index Fund - Regular Plan - IDCW Payout
INF277KA1BF5	Tata Nifty MidSmall Healthcare Index Fund - Regular Plan - IDCW Reinvestment
-	Tata Nifty Realty Index Fund - Direct Plan - Growth
-	Tata Nifty Realty Index Fund - Direct Plan - IDCW Payout
INF277KA1AQ4	Tata Nifty Realty Index Fund - Direct Plan - IDCW Reinvestment
-	Tata Nifty Realty Index Fund - Regular Plan - Growth
-	Tata Nifty Realty Index Fund - Regular Plan - IDCW Payout
INF277KA1AN1	Tata Nifty Realty Index Fund - Regular Plan - IDCW Reinvestment
-	Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund -Regular Plan-IDCW Payout
-	Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund- Direct Plan-Growth
INF277KA1398	Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Direct Plan- IDCW Reinvestment
-	Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Direct Plan-IDCW Payout
-	Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Regular Plan -Growth
INF277KA1422	Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Regular Plan- IDCW Reinvestment
-	Tata Nifty200 Alpha 30 Index Fund - Direct - IDCW Payout
INF277KA1CK3	Tata Nifty200 Alpha 30 Index Fund - Direct - IDCW Reinvestment
-	Tata Nifty200 Alpha 30 Index Fund - Direct -Growth
-	Tata Nifty200 Alpha 30 Index Fund - Regular - IDCW Payout
INF277KA1CH9	Tata Nifty200 Alpha 30 Index Fund - Regular - IDCW Reinvestment
-	Tata Nifty200 Alpha 30 Index Fund - Regular -Growth
-	Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Direct Plan-Growth
-	Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Direct Plan-IDCW-Payout
INF277KA1BO7	Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Direct Plan-IDCW-Reinvestment
INF277KA1BL3	Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Regular Plan -IDCW-Reinvestment
-	Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Regular Plan-Growth
-	Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Regular Plan-IDCW Payout
-	Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Direct Plan - Growth
-	Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Direct Plan - IDCW Payout
INF277KA1BU4	Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Direct Plan - IDCW Reinvestment
-	Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Regular Plan - Growth
-	Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Regular Plan - IDCW Payout
INF277KA1BR0	Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Regular Plan - IDCW Reinvestment
-	Taurus Nifty 50 Index Fund - Direct Plan - Growth
INF044D01CS1	Taurus Nifty 50 Index Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option
-	Taurus Nifty 50 Index Fund - Regular Plan - Growth
INF044D01922	Taurus Nifty 50 Index Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option
-	UTI Nifty Next 50 Index Fund - Direct Plan - Growth Option
-	UTI Nifty Next 50 Index Fund - Regular Plan - Growth Option
-	UTI BSE Housing Index Fund - Direct Plan - Growth Option
-	UTI BSE Housing Index Fund - Regular Plan - Growth Option
-	UTI BSE Low Volatility Index Fund - Direct Plan  - Growth Option
-	UTI BSE Low Volatility Index Fund - Regular Plan - Growth Option
-	UTI BSE Sensex Index Fund - Direct Plan - Growth Option
-	UTI BSE Sensex Index Fund - Regular Plan  -Growth Option
-	UTI CRISIL SDL Maturity April 2033 Index Fund - Direct Plan - Growth Option
-	UTI CRISIL SDL Maturity April 2033 Index Fund - Regular Plan - Growth Option
-	UTI CRISIL SDL Maturity June 2027 Index Fund - Direct Plan - Growth Option
-	UTI CRISIL SDL Maturity June 2027 Index Fund - Regular Plan - Growth Option
-	UTI Nifty 200 Momentum 30 Index Fund - Direct Plan - Growth Option
-	UTI Nifty 200 Momentum 30 Index Fund - Regular Plan - Growth Option
-	UTI Nifty 200 Quality 30 Index Fund - Direct Plan - Growth Option
-	UTI Nifty 200 Quality 30 Index Fund - Regular Plan - Growth Option
INF789F01WZ9	UTI Nifty 50 Index Fund - Direct Plan - IDCW
-	UTI Nifty 50 Index Fund - Growth Option- Direct
-	UTI Nifty 50 Index Fund - Regular Plan - Growth Option
INF789F01JM4	UTI Nifty 50 Index Fund - Regular Plan - IDCW
-	UTI Nifty 500 Value 50 Index Fund - Direct Plan - Growth Option
-	UTI Nifty 500 Value 50 Index Fund - Regular Plan - Growth Option
-	UTI Nifty Alpha Low-Volatility 30 Index Fund - Direct Plan - Growth Option
-	UTI Nifty Alpha Low-Volatility 30 Index Fund - Regular Plan - Growth Option
-	UTI Nifty India Manufacturing Index Fund - Direct Plan - Growth Option
-	UTI Nifty India Manufacturing Index Fund - Regular Plan - Growth Option
-	UTI Nifty Midcap 150 Index Fund - Direct Plan - Growth Option
-	UTI Nifty Midcap 150 Index Fund - Regular Plan - Growth Option
-	UTI Nifty Midcap 150 Quality 50 Index Fund - Direct Plan - Growth Option
-	UTI Nifty Midcap 150 Quality 50 Index Fund - Regular Plan - Growth Option
-	UTI Nifty Midsmallcap 400 Momentum Quality 100 Index Fund - Direct Plan - Growth Option
-	UTI Nifty Midsmallcap 400 Momentum Quality 100 Index Fund - Regular Plan - Growth Option
-	UTI Nifty Private Bank Index Fund - Direct Plan - Growth Option
-	UTI Nifty Private Bank Index Fund - Regular Plan - Growth Option
-	UTI NIFTY SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund - Direct Plan - Growth Option
-	UTI NIFTY SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund - Regular Plan - Growth Option
-	UTI NIFTY SDL Plus AAA PSU Bond Apr 2028- 75:25 Index Fund - Direct Plan - Growth Option
-	UTI NIFTY SDL Plus AAA PSU Bond Apr 2028- 75:25 Index Fund - Regular Plan - Growth Option
-	UTI Nifty50 Equal Weight Index Fund - Direct Plan - Growth Option
-	UTI Nifty50 Equal Weight Index Fund - Regular Plan - Growth Option
-	Zerodha ELSS Tax Saver Nifty LargeMidcap 250 Index Fund - Direct Plan - Growth option
-	Zerodha Nifty LargeMidcap 250 Index Fund - Direct Plan - Growth option
-	360 ONE Silver ETF
-	Aditya Birla Sun Life BSE Sensex ETF
-	Aditya Birla Sun Life Crisil 10 Year Gilt ETF
-	ADITYA BIRLA SUN LIFE CRISIL BROAD BASED GILT ETF
-	Aditya Birla Sun Life CRISIL Liquid Overnight ETF - IDCW Daily Reinvestment with Weekly Payout
-	Aditya Birla Sun Life Nifty 200 Momentum 30 ETF
-	Aditya Birla Sun Life Nifty 200 Quality 30 ETF
-	Aditya Birla Sun Life Nifty 50 ETF
-	Aditya Birla Sun Life Nifty Bank ETF
-	Aditya Birla Sun Life Nifty Healthcare ETF
-	Aditya Birla Sun Life Nifty IT ETF
-	Aditya Birla Sunlife Nifty Next 50 ETF
-	Aditya Birla Sun Life Nifty PSE ETF
-	Aditya Birla Sun Life Silver ETF
-	ANGEL ONE NIFTY 1D RATE LIQUID ETF - GROWTH
-	ANGEL ONE NIFTY 50 ETF
-	ANGEL ONE NIFTY TOTAL MARKET ETF
-	Axis BSE Sensex ETF
-	Axis Nifty 50 ETF
-	Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF
-	Axis NIFTY Bank ETF
-	Axis NIFTY Healthcare ETF
-	Axis NIFTY India Consumption ETF
-	Axis IT ETF
-	Axis Nifty500 Value 50 ETF
-	Axis Silver ETF
-	Bajaj Finserv Nifty 1D Rate Liquid ETF
-	Bajaj Finserv Nifty 50 ETF
-	Bajaj Finserv Nifty Bank ETF
-	BANDHAN BSE Sensex ETF
-	BANDHAN Nifty 50 ETF
-	Baroda BNP Paribas Nifty Bank ETF
-	DSP BSE Liquid Rate ETF
-	DSP BSE Sensex ETF
-	DSP BSE SENSEX Next 30 ETF
INF740KA1EU7	DSP NIFTY 1D Rate Liquid ETF
-	DSP Nifty 50 Equal Weight ETF
-	DSP Nifty 50 ETF
-	DSP Nifty Bank ETF
-	DSP Nifty Healthcare ETF
-	DSP Nifty IT ETF
-	DSP Nifty Midcap 150 Quality 50 ETF
-	DSP Nifty Private Bank ETF
-	DSP Nifty PSU Bank ETF
-	DSP Nifty Top 10 Equal Weight ETF
-	DSP Silver ETF
-	Bharat Bond ETF - April 2030
-	BHARAT Bond ETF - April 2032
-	BHARAT Bond ETF - April 2033
-	BHARAT Bond ETF April 2025
-	BHARAT Bond ETF- April 2031
-	Edelweiss BSE Capital Markets & Insurance  ETF - Growth
-	Edelweiss Nifty Bank ETF - Growth
-	Edelweiss Nifty500 Multicap Momentum Quality 50 ETF - Growth
-	Edelweiss Silver ETF
-	Groww Nifty 1D Rate Liquid ETF
-	Groww Nifty 200 ETF
-	Groww Nifty 500 Low Volatility 50 ETF
-	Groww Nifty 500 Momentum 50 ETF
-	GROWW NIFTY EV & NEW AGE AUTOMOTIVE ETF
-	Groww Nifty India Defence ETF
-	Groww Nifty India Railways PSU ETF
-	Groww Silver ETF
-	HDFC BSE 500 ETF - Growth Option
-	HDFC BSE Sensex ETF - Growth Plan
-	HDFC NIFTY 100 ETF - Growth Option
-	HDFC NIFTY 1D RATE LIQUID ETF GROWTH
-	HDFC NIFTY 50 ETF - Growth Plan
-	HDFC NIFTY Bank ETF - GROWTH
-	HDFC NIFTY GROWTH SECTORS 15 ETF - Growth Option
-	HDFC NIFTY IT ETF - Growth option
-	HDFC NIFTY Midcap 150 ETF - Growth Option
-	HDFC NIFTY NEXT 50 ETF - Growth Option
-	HDFC NIFTY Private Bank ETF - Growth Option
-	HDFC NIFTY PSU BANK ETF
-	HDFC NIFTY Smallcap 250 ETF - Growth Option
-	HDFC NIFTY100 Low Volatility 30 ETF - Growth Option
-	HDFC NIFTY100 QUALITY 30 ETF - Growth Option
-	HDFC NIFTY200 MOMENTUM 30 ETF - Growth Option
-	HDFC NIFTY 50 VALUE 20 ETF - Growth Option
-	HDFC Silver ETF - Growth Option
-	BHARAT 22 ETF
-	ICICI Prudential BSE 500 ETF
-	ICICI Prudential BSE Liquid Rate ETF - Growth
-	ICICI Prudential BSE Liquid Rate ETF - IDCW
-	ICICI Prudential BSE Midcap Select ETF
-	ICICI Prudential BSE Sensex ETF
-	ICICI Prudential Nifty 10 yr Benchmark G-sec ETF
-	ICICI Prudential Nifty 100 ETF
-	ICICI Prudential Nifty 100 Low Volatility 30 ETF
-	ICICI Prudential Nifty 200 Momentum 30 ETF
-	ICICI Prudential Nifty 200 Quality 30 ETF
-	ICICI Prudential Nifty 5 yr Benchmark G-SEC ETF
-	ICICI Prudential Nifty 50 ETF
-	ICICI Prudential Nifty Alpha Low- Volatility 30 ETF
-	ICICI Prudential Nifty Auto ETF
-	ICICI Prudential Nifty Bank ETF
-	ICICI Prudential Nifty Commodities ETF
-	ICICI Prudential Nifty EV & New Age Automotive ETF
-	ICICI Prudential Nifty Financial Services Ex-BaNk ETF
-	ICICI Prudential Nifty FMCG ETF
-	ICICI Prudential Nifty Healthcare ETF
-	ICICI Prudential Nifty India Consumption ETF
-	ICICI Prudential Nifty Infrastructure ETF
-	ICICI Prudential Nifty IT ETF
-	ICICI Prudential Nifty Metal ETF
-	ICICI Prudential Nifty Midcap 150 ETF
-	ICICI Prudential Nifty Next 50 ETF
-	ICICI Prudential Nifty Oil & Gas ETF
-	ICICI Prudential Nifty Private Bank ETF
-	ICICI Prudential Nifty PSU Bank ETF
-	ICICI Prudential Nifty200 Value 30 ETF
-	ICICI Prudential Nifty50 Value 20 ETF
-	ICICI PRUDENTIAL SILVER ETF
-	Invesco India Nifty 50 Exchange Traded Fund
-	Kotak BSE Sensex ETF
-	Kotak MSCI India ETF
-	Kotak Nifty 100 Equal Weight ETF
-	Kotak Nifty 100 Low Volatility 30 ETF
-	Kotak Nifty 1D Rate Liquid ETF
-	Kotak Nifty 50 ETF
-	Kotak Nifty 50 Value 20 ETF - Payout of Income Distribution cum capital withdrawal option
-	Kotak Nifty Alpha 50 ETF
-	Kotak Nifty Bank ETF
-	Kotak Nifty India Consumption ETF
-	Kotak Nifty IT ETF
-	Kotak Nifty Midcap 150 ETF
-	Kotak Nifty Midcap 50 ETF
-	Kotak Nifty MNC ETF
-	Kotak Nifty PSU Bank ETF
-	Kotak Silver ETF
-	LIC MF BSE Sensex ETF
-	LIC MF Nifty 100 ETF
-	LIC MF Nifty 50 ETF
-	LIC MF Nifty 8-13 yr G-Sec ETF
-	LIC MF Nifty Midcap 100 ETF
-	Mirae Asset BSE 200 Equal Weight ETF
-	Mirae Asset BSE Select IPO ETF
-	Mirae Asset BSE Sensex ETF
-	Mirae Asset Hang Seng TECH ETF
-	Mirae Asset Nifty 100 ESG Sector Leaders ETF
-	Mirae Asset Nifty 100 Low Volatility 30 ETF
-	Mirae Asset Nifty 1D Rate Liquid ETF - Growth
INF769K01KS1	Mirae Asset Nifty 1D Rate Liquid ETF-IDCW
-	Mirae Asset Nifty 200 Alpha 30 ETF
-	Mirae Asset Nifty 50 ETF
-	Mirae Asset Nifty 8-13 yr Gsec ETF
-	Mirae Asset Nifty Bank ETF
-	Mirae Asset Nifty EV and New Age Automotive ETF
-	Mirae Asset Nifty Financial Services ETF
-	Mirae Asset Nifty India Manufacturing ETF
-	Mirae Asset Nifty India New Age Consumption ETF
-	Mirae Asset Nifty IT ETF
-	Mirae Asset Nifty Metal ETF
-	Mirae Asset Nifty Midcap 150 ETF
-	Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF
-	Mirae Asset Nifty Next 50 ETF
-	Mirae Asset Nifty PSU Bank ETF
-	Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF
-	Mirae Asset Nifty 50 Equal Weight ETF
-	Mirae Asset Nifty500 Multicap 50:25:25 ETF
-	Mirae Asset NYSE FANG + ETF
-	Mirae Asset S&P 500 Top 50 ETF
-	Mirae Asset Silver ETF
-	Motilal Oswal BSE Enhanced Value ETF
-	Motilal Oswal BSE Healthcare ETF
-	Motilal Oswal BSE India Infrastructure ETF
-	Motilal Oswal BSE Low Volatility ETF
-	Motilal Oswal BSE Quality ETF
-	Motilal Oswal Nasdaq 100 ETF (MOFN100)
-	Motilal Oswal Nasdaq Q50 ETF
-	Motilal Oswal Nifty 200 Momentum 30 ETF
-	Motilal Oswal Nifty 5 year Benchmark G-sec ETF
-	MOTILAL OSWAL NIFTY 50 EQUAL WEIGHT ETF
-	Motilal Oswal Nifty 50 ETF
-	Motilal Oswal Nifty 500 ETF
-	Motilal Oswal Nifty 500 Momentum 50 ETF
-	Motilal Oswal Nifty Capital Market ETF
-	Motilal Oswal Nifty India Defence ETF
-	Motilal Oswal Nifty India Manufacturing ETF
-	Motilal Oswal Nifty India Tourism ETF
-	Motilal Oswal Nifty Midcap 100 ETF
-	MOTILAL OSWAL NIFTY NEXT 50 ETF
-	Motilal Oswal Nifty PSE ETF
-	Motilal Oswal Nifty Realty ETF
-	Motilal Oswal Nifty Smallcap 250 ETF
-	CPSE ETF
-	Nippon India BSE Sensex Next 30 ETF
-	Nippon India ETF BSE Sensex
-	Nippon India ETF BSE Sensex Next 50
-	Nippon India ETF Hang Seng BeES
-	Nippon India ETF Nifty 100
-	Nippon India ETF Nifty 1D Rate Liquid BeES - DAILY IDCW Option
-	Nippon India ETF Nifty 5 yr Benchmark G-Sec
-	Nippon India ETF Nifty 50 BeES
-	Nippon India ETF Nifty 50 Shariah BeES
-	Nippon India ETF Nifty 50 Value 20
-	Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt
-	Nippon India ETF Nifty Bank BeES
-	Nippon India ETF Nifty CPSE Bond Plus SDL Sep2024 50:50
-	Nippon India ETF Nifty Dividend Opportunities 50
-	Nippon India ETF Nifty India Consumption
-	Nippon India ETF Nifty Infrastructure BeES
-	Nippon India ETF Nifty IT
-	Nippon India ETF Nifty Midcap 150
-	Nippon India ETF Nifty Next 50 Junior BeES
-	Nippon India ETF Nifty PSU Bank BeES
-	Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Weight
-	Nippon India Nifty Auto ETF
-	Nippon India Nifty Pharma ETF
-	Nippon India Silver ETF
-	Quantum Nifty 50 ETF
-	SBI BSE 100 ETF
-	SBI BSE PSU BANK ETF
-	SBI BSE SENSEX ETF
-	SBI BSE Sensex Next 50 ETF
-	SBI Nifty 10 yr Benchmark G-Sec ETF
INF200KA13Z8	SBI NIFTY 1D Rate ETF
